90,819,28
90,819,1
90,2753,27
90,2753,1
90,4646,1
90,4646,1
90,883,29
90,883,3
90,2904,12
90,2904,4
90,2330,5
90,2330,5
90,94,45
90,94,9
90,1827,50
90,1827,11
90,3487,12
90,3487,12
90,1068,29
90,1068,13
90,3803,120
90,3803,14
90,520,36
90,520,16
90,3893,29
90,3893,17
90,3313,187
90,3313,20
90,4950,21
90,4950,21
90,2293,171
90,2293,25
90,4900,28
90,4900,28
90,2410,59
90,2410,33
90,4231,45
90,4231,41
90,950,131
90,950,53
90,4153,139
90,4153,67
90,899,132
90,899,108
90,4812,268
90,4812,215
90,1179,704
90,1179,668
